	Query_id	Query	Passage_id	Passage	Score
10	132_1-7	Woah. The effects of climate change are not all bad, right?	MARCO_11_94725514-2	Climate change can affect human health in two main ways: first, by changing the severity or frequency of health problems that are already affected by climate or weather factors; and second, by creating unprecedented or unanticipated health problems or health threats in places or times of the year where they have not previously occurred. Every American is vulnerable to the health impacts associated with climate change, but some populations will be especially affected.  These groups include the poor, some communities of color, limited English-proficiency and immigrant groups, indigenous peoples, children and pregnant women, older adults, vulnerable occupational groups, people with disabilities, and people with medical conditions.  Overview The impacts of climate change include warming temperatures, changes in precipitation, increases in the frequency or intensity of some extreme weather events, and rising sea levels.  These impacts threaten our health by affecting the food we eat, the water we drink, the air we breathe, and the weather we experience.  The severity of these health risks will depend on the ability of public health and safety systems to address or prepare for these changing threats, as well as factors such as an individual's behavior, age, gender, and economic status.	117.50509052723646
11	132_1-7	Woah. The effects of climate change are not all bad, right?	MARCO_18_2641518114-79	"Health impacts of climate change include the direct impacts of extreme events such as storms, floods, heatwaves and fires and the indirect effects of longer-term changes, such as drought, changes to the food and water supply, resource conflicts and population shifts. Increases in average temperatures mean that alterations in the geographic range and seasonality of certain infections and diseases (including vector-borne diseases such as malaria, dengue fever, Ross River virus and food-borne infections such as Salmonellosis) may be among the first detectable impacts of climate change on human health.  Human health is ultimately dependent on the health of the planet and its ecosystem.  The AMA believes that measures which mitigate climate change will also benefit public health.  Reducing GHGs should therefore be seen as a public health priority."""	115.60965150222182
12	132_2-1	That’s interesting. Tell me more about how climate change affects developing countries.	MARCO_56_509777868-2	This year’s COP26 represents a major milestone as the world looks to recover better from the global pandemic and implement the transformative change necessary to limit the global temperature rise to 1.5°C. Collective action will be critical and we call on businesses to assess environmental risks and opportunities, set and deliver ambitious environmental targets and adopt responsible practices for a transition to the net-zero, resilient economy.	328.3036166242873
13	132_2-1	That’s interesting. Tell me more about how climate change affects developing countries.	MARCO_30_1605964568-1	HOME - UN Climate Change Conference (COP26) at the SEC – Glasgow 2021 Uniting the world to tackle climate change.  The UK will host the 26th UN Climate Change Conference of the Parties (COP26) in Glasgow on 1 – 12 November 2021.  The COP26 summit will bring parties together to accelerate action towards the goals of the Paris Agreement and the UN Framework Convention on Climate Change.  The UK is committed to working with all countries and joining forces with civil society, companies and people on the frontline of climate change to inspire climate action ahead of COP26.  COP26 @COP26 · May 25, 2021 1397069926800654339 We need to accelerate the #RaceToZero Join @wef, @MPPindustry, @topnigel & @gmunozabogabir for a series of events demonstrating the need for systemic change to accelerate the global transition to net zero.  Starting May 27th  Learn more #ClimateBreakthroughs | #COP26 Twitter 1397069926800654339 COP26 @COP26 · May 24, 2021 1396737733649846273 #TechForOurPlanet is a new challenge programme for #CleanTech startups to pilot and showcase their solutions at #COP26!  Innovators can apply to six challenges focusing around core climate issues and government priorities.	278.45761413785294
14	132_2-1	That’s interesting. Tell me more about how climate change affects developing countries.	MARCO_56_509777868-4	This year’s COP26 represents a major milestone as the world looks to recover better from the global pandemic and implement the transformative change necessary to limit the global temperature rise to 1.5°C. Collective action will be critical and we call on businesses to assess environmental risks and opportunities, set and deliver ambitious environmental targets and adopt responsible practices for a transition to the net-zero, resilient economy.  Leaders from business, government, civil society and academia to discuss advancing gender equality in the post-Covid recovery Events 11-May-2021 Melbourne, Australia and Virtual Making Global Goals Local Business Australia 18-May-2021 Climate Ambition Accelerator Live Q&A Sessions 27-May-2021 Target Gender Equality Q&A Sessions 08-Jun-2021 Sustainable Finance Forum: Delivering on the SDGs 15-Jun-2021 Online UN Global Compact Leaders Summit: 2021 16-Jun-2021 2021 Global Forum for Responsible Management Education - 9th PRME Assembly Academy 20-May-2021 How to Improve Safety and Health in Global Supply Chains	260.33156286817393
15	132_2-3	Okay, but how does climate change affect developing countries?	MARCO_19_204123815-13	As part of the Accord, 17 developed country Parties and the EU-27 have submitted mitigation targets, as have 45 developing country Parties. Some developing country Parties have noted the need for international support in their plans.  As part of the Cancún agreements, developed and developing countries have submitted mitigation plans to the UNFCCC.  These plans are compiled with those made as part of the Bali Action Plan.  UN Race-to-Zero Emissions Breakthroughs At the 2021 annual meeting UNFCCC launched the 'UN Race-to-Zero Emissions Breakthroughs'.  The aim of the campaign is to transform 20 sectors of the economy in order to achieve zero greenhouse gas emissions.  At least 20% of each sector should take specific measures, and 10 sectors should be transformed before COP 26 in Glasgow.  According to the organizers, 20% is a tipping point, after which the whole sector begins to irreversibly change.  Developing countries At Berlin, Cancún, and Durban, the development needs of developing country parties were reiterated.  For example, the Durban Platform reaffirms that: [	356.19643073953193
16	132_2-3	Okay, but how does climate change affect developing countries?	MARCO_56_509777868-2	This year’s COP26 represents a major milestone as the world looks to recover better from the global pandemic and implement the transformative change necessary to limit the global temperature rise to 1.5°C. Collective action will be critical and we call on businesses to assess environmental risks and opportunities, set and deliver ambitious environmental targets and adopt responsible practices for a transition to the net-zero, resilient economy.	330.7308484495902
17	132_2-3	Okay, but how does climate change affect developing countries?	MARCO_18_3480200950-24	The United Nations Framework Convention on Climate Change (UNFCCC) is the primary international, intergovernmental forum for negotiating the global response to climate change. The decade between 2010 - 2019 was the warmest decade recorded in history.  Currently climate change is affecting the global community in each country of the world.  Its impact affects not only national economies, but also lives and livelihoods, especially those in vulnerable conditions.  By 2018, climate change continued exacerbating the frequency of natural disasters, such as massive wildfires, droughts, hurricanes and floods, affecting more than 39 million of people.  Over the period 2000–2018, green house emissions of developed countries and economies in transitions have declined by 6.5%.  The emissions of the developing countries are up by 43% in the period between 2000 and 2013.  In 2019, at least 120 of 153 developing countries had undertaken activities to formulate and implement national adaptation plans.  Plastic polymers are derived from fossil fuels and plastics account for 6% of global oil consumption.  Therefore, plastics and GHG emissions are intricately connected with every step of the plastic life cycle, from production to transportation to waste disposal, contributing to climate change.	273.99735819128
18	132_2-5	How are developed countries helping developing countries adapt to climate change?	MARCO_48_1250292652-5	For this reason the Paris agreement sets out a clear signal that developed countries will help mobilize even greater financial support to assist the poorest countries in building low-carbon and climate resilient economies. The agreement outlines that developed countries will continue to support developing countries in their efforts to reduce emissions and adapt to the impacts of climate change.  Other countries can help mobilize finance to assist developing countries (see Art 9.1-9.3).  Developed countries signal that they will continue with their existing finance goal of mobilizing $100 billion per year by 2020.  And they outlined that before 2025 they will set a new collective financial target from a floor of $100 billion per year (to regularly outline significantly more finance that they will mobilize, starting with the $100 billion in 2020 as the floor (see para 54 in the Decision).  These investments can help spur an even larger clean energy economy around the world, unleash additional emission reduction efforts, and help countries address the devastating impacts of climate change that will set back the well-being of their citizens.	139.51750080636702
19	132_2-5	How are developed countries helping developing countries adapt to climate change?	MARCO_48_1250272123-2	To provide predictability on climate finance, developed countries will communicate every two years on projected levels of public climate finance to be provided to developing countries. Developing countries will report on climate finance they will provide on a voluntary basis.  Regular updates send a signal for where low-carbon investments can be made, and the resources available to help the most vulnerable communities adapt to the impacts of climate change.  Broadening the donor base The broadening of the donor pool is important, because it recognizes the fact that many developing countries are already contributing climate finance.  Countries that were considered low-income developing countries several decades ago are now in a position which allows them to contribute climate finance for less developed countries.  Countries including Vietnam and Chile have already pledged funds to the Green Climate Fund, and China has pledged $3.1 billion for South-South cooperation between developing countries.  The new Agreement makes clear that developed countries are not shirking their responsibilities for climate finance --- which is a responsibility already recognized as part of the UN Framework Convention on Climate Change.  Developing countries are not obligated to provide climate finance, but they are welcomed to contribute financing for climate activities without diluting the responsibilities of developed nations to provide climate finance.	137.6517918817699
20	132_2-5	How are developed countries helping developing countries adapt to climate change?	MARCO_15_1888001823-3	Adaptation Governments agreed to strengthen societies' ability to deal with the impacts of climate change; provide continued and enhanced international support for adaptation to developing countries. Loss and damage The agreement also recognises the importance of averting, minimising and addressing loss and damage associated with the adverse effects of climate change; acknowledges the need to cooperate and enhance the understanding, action and support in different areas such as early warning systems, emergency preparedness and risk insurance.  Role of cities, regions and local authorities The agreement recognises the role of non-Party stakeholders in addressing climate change, including cities, other subnational authorities, civil society, the private sector and others.  They are invited to scale up their efforts and support actions to reduce emissions; build resilience and decrease vulnerability to the adverse effects of climate change; uphold and promote regional and international cooperation.  Support The EU and other developed countries will continue to support climate action to reduce emissions and build resilience to climate change impacts in developing countries.  Other countries are encouraged to provide or continue to provide such support voluntarily.  Developed countries intend to continue their existing collective goal to mobilise USD 100 billion per year by 2020 and extend this until 2025.  A new and higher goal will be set for after this period.	133.45515399356373
21	132_2-7	Are developed countries meeting their pledges to provide climate financial support to developing countries in the Paris Agreement?	MARCO_48_1251187189-9	Countries are also expected to revisit their pledges and put forward progressively stronger targets every five years, with the goal of further driving down emissions. Nations must participate in a “ global stocktake ” to measure collective efforts toward meeting the Paris Agreement’s long-term goals as well.  Meanwhile, developed countries also have to estimate how much financial assistance they’ll allocate to developing nations to help them reduce emissions and adapt to the impacts of climate change.  These transparency and accountability provisions are similar to those in the frameworks of other international agreements.  While the system doesn’t include financial penalties, the requirements are aimed at making the progress of individual nations easy to track and fostering a sense of global peer pressure, discouraging any dragging of feet among countries that may consider doing so.  Mobilize support for climate change mitigation and adaptation in developing nations.  Recognizing that many developing countries and small island nations that have contributed the least to climate change could suffer the most from its consequences, the Paris Agreement includes a plan for developed countries—and others “in a position to do so”—to continue to provide financial resources to help developing countries mitigate and increase resilience to climate change.	185.01116373820696
22	132_2-7	Are developed countries meeting their pledges to provide climate financial support to developing countries in the Paris Agreement?	MARCO_25_570836921-8	This will make it far easier to draw in the largest pools of capital that need long-term certainty in order to invest in clean technologies. Giving confidence that existing financial commitments will be met:Many developing countries, particularly the poorest and most vulnerable, came to Paris seeking reassurance that a global climate deal is not just about the big emitters but also supports their transition to a low-carbon growth path.  In this regard, we are already making strong progress towards meeting the existing goal to mobilize $100 billion from a wide variety of sources, including both public and private, by 2020.  The Paris outcome provides further confidence that this goal will be met and that climate finance will continue to flow.  For the first time, the Agreement recognizes the reality that countries like China are already joining the base of donor countries contributing to climate finance and encourages developing countries to contribute to climate finance, while reaffirming that the United States and other developed economies should continue to take the lead.  These components of the Agreement build on steps the United States took in Paris to demonstrate its commitment to mobilizing finance from public and private sources for both mitigation and adaptation activities in developing countries.	155.1902158894227
23	132_2-7	Are developed countries meeting their pledges to provide climate financial support to developing countries in the Paris Agreement?	MARCO_48_1250292652-5	For this reason the Paris agreement sets out a clear signal that developed countries will help mobilize even greater financial support to assist the poorest countries in building low-carbon and climate resilient economies. The agreement outlines that developed countries will continue to support developing countries in their efforts to reduce emissions and adapt to the impacts of climate change.  Other countries can help mobilize finance to assist developing countries (see Art 9.1-9.3).  Developed countries signal that they will continue with their existing finance goal of mobilizing $100 billion per year by 2020.  And they outlined that before 2025 they will set a new collective financial target from a floor of $100 billion per year (to regularly outline significantly more finance that they will mobilize, starting with the $100 billion in 2020 as the floor (see para 54 in the Decision).  These investments can help spur an even larger clean energy economy around the world, unleash additional emission reduction efforts, and help countries address the devastating impacts of climate change that will set back the well-being of their citizens.	152.86530060786754
24	132_2-9	That’s not too relevant to my question. By the way, is the Paris Agreement related to COP26 in Glasgow?	MARCO_30_1605964568-5	"Learn more about #G7UK #COP26 Twitter 1395288188785098757 COP26 @COP26 · May 20, 2021 1395273087688577026 ""COP26 is about the radical collaboration between everyone"" Ahead of last year's Climate Ambition Summit, we spoke to @LaurenceTubiana, who helped shape the #ParisAgreement With only 6 months until #COP26, we are officially on the road to Glasgow. #TogetherForOurPlanet Twitter 1395273087688577026 COP26 @COP26 · May 20, 2021 1395257984712859655 Four Goals #COP26 Collaboration Working together to deliver the Paris Rulebook and accelerate #ClimateAction is one of the four key goals the UK is taking to governments across the world.  Learn more #COP26 | #TogetherForOurPlanet Twitter 1395257984712859655 COP26 @COP26 · May 19, 2021 1395076797579026435 The global transition to a more sustainable and resilient future will require all forms of finance: public and private; domestic and international.  Read the #COP26 Priorities for Public Finance #TogetherForOurPlanet | #ClimateAction Twitter 1395076797579026435 COP26 @COP26 · May 19, 2021 1395046592516960257 Gender responsive climate investments can strengthen climate and environmental outcomes, open up business opportunities and be financially more effective.  That's one reason why @MarkJCarney has committed to becoming an International Gender Champion Learn more Twitter 1395046592516960257 COP26 @COP26 · May 19, 2021 1394986201787031556 Private finance is crucial in helping the world get to net zero."	325.322231797265
25	132_2-9	That’s not too relevant to my question. By the way, is the Paris Agreement related to COP26 in Glasgow?	MARCO_30_1605964568-8	"#TogetherForOurPlanet #COP26 | @Resurgence_io Twitter 1394608703819587590 COP26 @COP26 · May 18, 2021 1394563408708739072 ""We witnessed floods of unprecedented magnitudes"" Ahead of last year's Climate Ambition Summit, we spoke to #IndigenousPeoples & environmental rights activist @SumakHelena With only 6 months until #COP26, we are officially on the road to Glasgow. #TogetherForOurPlanet Twitter 1394563408708739072 COP26 @COP26 · May 18, 2021 1394548313152573443 Not sure what climate change adaptation is?  The @UNFCCC climate dictionary has got you covered!  #TogetherForOurPlanet #COP26 | #ClimateAction Twitter 1394548313152573443 cop26uk View May 20 Open Four Goals #COP26 ... cop26uk View May 19 Open Four Goals for #COP26 ... cop26uk View May 18 Open Four Goals for #COP26 ... cop26uk View May 17 Open Four Goals for #COP26 ...  With thanks to our principal partners"	286.9456748696612
26	132_2-9	That’s not too relevant to my question. By the way, is the Paris Agreement related to COP26 in Glasgow?	WAPO_5QBM6RQTVMI6VHGXUG7MXSBPLY-1	MADRID — Mass protests, a last-minute venue change and talk of climate tipping points are adding some unplanned drama to this year’s international conference on tackling global warming.  Delegates from almost 200 countries had hoped to put the finishing touches on the rules governing the 2015 Paris accord, ironing out a few wrinkles left over from last year’s conference in Katowice, Poland, and setting the scene for a major review of their efforts in 2020.  But a year ago, Brazil pulled its offer to host the talks, and last month, stand-in Chile, rattled by anti-government protests, canceled five weeks before the meeting.  Next, President Trump served formal notice that the United States was quitting the Paris accord, delivering a symbolic blow to one of his predecessor’s signature achievements.  And scientists?  Well, they didn’t have any good news, either.  Study after study published in recent months has underscored the rapid pace of global warming and the need to urgently cut emissions of greenhouse gases.  Against that backdrop, the Dec. 2-13 meeting in Madrid has gained fresh impetus.  “We have to do more in less time,” said Spain’s environment minister, Teresa Ribera, whose country stepped in to host the talks.	210.0202392764695
27	132_3-1	Why did President Trump intend to withdraw the US from the Paris Agreement?	MARCO_48_1471185837-12	postponed from Nov. 9-19, 2020]: The musically named 26th United Nations Climate Change Conference of the Parties of the U.N. Framework Convention on Climate Change, or COP26, will be the biggest international summit meeting that Britain has ever hosted. The postponed meeting will enjoy the benefit of hindsight; with the election of Joseph R. Biden Jr. to the presidency, the United States is expected to make a 180-degree turn in its climate change and conservation policies, first by returning to the 2015 Paris Agreement.  BARBADOS, by November 2021: Barbados, a former British colony that gained independence in 1966, will shed more remnants of its past by removing Queen Elizabeth as its titular monarch, the first country in nearly three decades to do so.  The queen remains ceremonial “ruler” of the 16 other countries that make up the Commonwealth, including Australia, Canada and New Zealand.  DECEMBER UNITED STATES, Dec. 2-5  [  postponed from Dec. 3-6, 2020]: The hottest of all the Basel international art fairs, Art Basel Miami Beach, will return after a year in which it was largely confined to online viewing rooms and its venue, the Miami Beach Convention Center, was used as a reserve field hospital and a drive-through coronavirus testing site.	432.2964195199525
28	132_3-1	Why did President Trump intend to withdraw the US from the Paris Agreement?	MARCO_30_1605964568-1	HOME - UN Climate Change Conference (COP26) at the SEC – Glasgow 2021 Uniting the world to tackle climate change.  The UK will host the 26th UN Climate Change Conference of the Parties (COP26) in Glasgow on 1 – 12 November 2021.  The COP26 summit will bring parties together to accelerate action towards the goals of the Paris Agreement and the UN Framework Convention on Climate Change.  The UK is committed to working with all countries and joining forces with civil society, companies and people on the frontline of climate change to inspire climate action ahead of COP26.  COP26 @COP26 · May 25, 2021 1397069926800654339 We need to accelerate the #RaceToZero Join @wef, @MPPindustry, @topnigel & @gmunozabogabir for a series of events demonstrating the need for systemic change to accelerate the global transition to net zero.  Starting May 27th  Learn more #ClimateBreakthroughs | #COP26 Twitter 1397069926800654339 COP26 @COP26 · May 24, 2021 1396737733649846273 #TechForOurPlanet is a new challenge programme for #CleanTech startups to pilot and showcase their solutions at #COP26!  Innovators can apply to six challenges focusing around core climate issues and government priorities.	382.80806408784576
29	132_3-1	Why did President Trump intend to withdraw the US from the Paris Agreement?	WAPO_7X7AWMCHIQI6VENLZZBZVJOHYE-1	"LONDON — British Prime Minister Boris Johnson began a ""year of climate action"" on Tuesday, hours after the former president of the U.N. climate conference said the British leader doesn't ""get"" climate change.  The United Kingdom will hold a major international climate summit in Glasgow in November — considered the most significant gathering of world leaders since the 2015 climate meeting in Paris — and Britain is keen to strengthen its claim to leadership in the area, especially as it prepares for its place on the world stage post-Brexit.  Johnson officially began COP26, as the climate talks are known, at London’s Science Museum on Tuesday.  Appearing alongside revered British naturalist David Attenborough, the prime minister declared that Britain, as the “first country to industrialize,” has a “responsibility to lead the way.”  Johnson urged other countries to match Britain’s pledge — made by his predecessor Theresa May last year — to cut greenhouse gas emissions to net zero by 2050.  He also announced that Britain will ban new gas, diesel and hybrid cars by 2035, cutting the current target of 2040 by five years.  Other countries, such as Germany, Ireland and the Netherlands, are banning fossil fuel vehicles by 2030.  Britain’s car industry questioned whether the goal is achievable."	305.7743127873606
30	132_3-3	How did other parties to the Paris Agreement feel about Trump’s intention of withdrawing the US from it?	KILT_54199706-2	While celebrated by some members of the Republican Party, international reactions to the withdrawal were overwhelmingly negative from across the political spectrum, and the decision received substantial criticism from religious organizations, businesses, political leaders of all parties, environmentalists, and scientists and citizens from the United States and internationally.  Following Trump's announcement, the governors of several U.S. states formed the United States Climate Alliance to continue to advance the objectives of the Paris Agreement at the state level despite the federal withdrawal.  As of April 29, 2019, 23 states and Puerto Rico have joined the alliance, and similar commitments have also been expressed by other state governors, mayors, and businesses.   Section::::Background.   The Paris Agreement was an addition to the United Nations Framework Convention on Climate Change (UNFCCC), initially agreed to by all 195 countries present at the 2015 United Nations Climate Change Conference in December of that year, including the United States then under the presidency of Barack Obama.  Due to the status of the United States and China as the greatest emitters of carbon dioxide, Obama's support and his cooperation with China were seen as major factors leading to the convention's early success.	107.531833473593
